,Cases,Deaths,Poverty,Population,W_Male,W_Female,B_Male,B_Female,H_Male,H_Female,I_Male,I_Female,A_Male,A_Female,NH_Male,NH_Female,Risk_Index,Risk_Cat
0,10.59026448608823,6.812345094177479,10.916414856894058,10.930764943599618,10.65135963278532,10.690125076183412,9.282754052485226,9.414912537704957,7.903226808730732,7.7877968781811715,5.978885764901122,6.100318952020063,6.588926477533518,6.778784897685178,4.465908118654584,4.31748811353631,65.42,Above Average
1,11.251171014528362,6.86484777797086,12.279578650823911,12.3159758276374,12.162851943075609,12.219783224513364,9.895052073715027,9.957738967368043,9.734477009801845,9.629182277125986,7.908754738783246,7.8724551500639794,7.756623334538858,8.129764445794171,5.5373342670185375,5.58724865840025,68.39,Above Average
2,10.11151746604029,5.043425116919247,9.997842731017274,10.113991560303877,9.465447598495787,9.359449794564023,9.452737380212277,9.33078652505205,7.552762084214147,7.2916562091744614,5.652489180268652,5.204006687076795,4.84418708645859,4.948759890378168,4.276666119016055,3.7135720667043084,97.09,High
3,9.520468633257794,4.634728988229637,9.914031766411801,10.016548344820142,9.777640842670152,9.739555860853764,8.691314551644853,8.221210093925071,6.944087208229528,6.746412128573375,5.068904202220232,5.017279836814924,4.276666119016055,4.290459441148391,3.912023005428147,2.772588722239781,83.36,Above Average
4,9.868430160720726,4.4067192472642525,10.954973292458973,10.965193780508258,10.912649127814891,10.945758740331854,7.068172000388043,6.984716320118267,9.092569836241674,8.980423936374542,6.3835066348840055,6.3935907539506305,5.44673737166631,5.579729825986222,4.624972813284272,4.127134385045092,81.75,Above Average
5,10.059336788998966,6.476972362889682,9.046408680293819,9.220389707829183,8.109224953089955,7.6824824465345065,8.91811465947453,8.82497196556714,7.224753405767971,7.140453043101157,4.718498871295094,4.709530201312334,3.4011973816621555,3.49650756146648,4.477336814478207,4.30406509320417,99.01,Very high
6,10.715506065231846,7.5868035351625815,9.868585500526864,9.875499515995957,9.184406989949679,9.27762511878178,8.965206802770357,9.188708071849069,6.1527326947041034,6.030685260261262,4.7535901911063645,4.820281565605037,5.869296913133774,5.48063892334199,2.5649493574615367,2.3978952727983707,99.44,Very high
7,10.453456963419743,6.042632833682381,11.620667143408447,11.640482798385104,11.335269009649409,11.396672508145981,10.046114950785883,10.18979367880798,8.882391706295849,8.835646922534773,6.90875477931522,6.879355804460438,6.98100574072173,7.315883504509785,5.375278407684165,5.356586274672011,91.49,High
8,10.877518751046855,7.937731775260109,10.408073751512099,10.411930339600325,9.825526011066417,9.894547710966654,9.439227397917456,9.57637141083894,7.275864600546532,7.108244139731541,5.25227342804663,5.123963979403259,6.2422232654551655,5.683579767338681,3.2958368660043287,2.8903717578961645,98.7,Very high
9,8.921857979353632,5.996452088619021,10.153467757803897,10.173362006337943,10.096213132628804,10.125230122934711,7.090076835776093,7.020190708311925,6.548219102762372,6.501289670540388,5.690359454324059,5.683579767338681,4.59511985013459,5.0369526024136295,2.6390573296152584,2.4849066497880004,90.01,High
10,9.956364592136897,5.4510384535657,10.683981470512775,10.70162518028701,10.551166545048929,10.589030897069339,8.452121194672523,8.488176242345746,8.703340753043719,8.511577452630602,5.908082938168932,5.840641657373397,5.442417710521793,5.690359454324059,4.718498871295094,4.276666119016055,90.84,High
11,9.665166909622071,6.6758232216348485,9.447938944259976,9.44057869576626,8.85879510585745,8.912742634737025,8.469891918298224,8.66406026722579,5.111987788356544,5.393627546352363,3.8712010109078916,3.7135720667043084,3.1780538303479458,3.737669618283368,0.6931471805599453,1.0986122886681098,99.2,Very high
